Run;bestKey;bestValue;obj1;obj2;algName;problemName;fitness
3;0.7797850206394396_0.6032324530328051_0.15348196446305645_0.4774951649072982_0.8682592094979915_0.3796739332006442_0.5075077790485362_0.20848556298856333_0.1471004958251042_0.16330556827315226_0.268042716975707_0.2130656559374732;199;0.6269390329452145;0.3999999999999999;MOEAD;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.5131189607346774
3;0.9994109950298711_1.3534645509603784E-4_0.43190799970857424_0.2517968283087883_0.5616360644248468_0.7670200011150783_0.7038618321133064_0.19647161573780242_0.21388637360695795_0.2085275362153768_0.185577105600984_0.19553736883887865;198;0.8166030159987897;0.0;SPEA2;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.40310125407457326
4;0.9861453675363627_2.7546315135919516E-5_0.490525592788222_0.025158970823868164_0.6916288405478128_0.8237526897983861_0.6590040823105938_0.2727893586060252_0.2870456396287437_0.2692677256795289_0.014193920783811662_0.15670335530189075;171;0.4950142228410467;-0.19999999999999996;NSGAII;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.1111954148706768
4;0.719014624104047_0.7865117280832761_0.9398802112736301_0.07198710072445245_0.2124847129818162_0.7458385722995154_0.7183404074073677_0.17889315066698036_0.24898112629944874_0.22589929320520066_0.16346282980212604_0.18276360002624414;152;0.6236729154388794;0.3999999999999999;MOMBI2;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.493761707421224
4;0.7789143578462031_0.29814076990011995_0.20646126656847893_0.5126469741349463_0.2941649167172517_0.2993834003359744_0.4556606478143111_0.22591499046090102_0.2258194421962631_0.27712980711553753_0.2709811031135842_1.546571137142738E-4;200;0.7326634684588739;0.0;MOEAD;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.3797896427633494
4;0.9933786180547173_1.0413069414292666E-8_0.4322724337049528_0.24942929813718293_0.5990640087907154_0.8117192045277817_0.7504651705533328_0.21798104542955363_0.23587944594491525_0.23072118030271255_0.08588958269093579_0.22952874563188277;190;0.6685146453110223;0.0;SPEA2;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.31027133909878496
5;0.9991036754083151_0.011448506937506984_0.1254206278322644_0.1987592190248514_0.017732658734784138_0.40602817763670296_0.4617251680878167_0.16730482382459794_0.3274899002683931_0.350531263459034_0.002334044086718854_0.15233996836125618;178;0.6878540703060825;0.0;NSGAII;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.3296733510710481
5;0.8290395612955662_0.6890890037467516_0.20795062171624934_0.020434649082512114_0.39607226326383227_0.42432280641708303_0.5088812823666883_0.17534649630594815_0.16107714164998513_0.21279159702697487_0.2862866889689541_0.1644980760481377;200;0.8590163309362996;0.3999999999999999;MOMBI2;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.6267621501721302
5;0.9360786231207197_0.2693963416073434_0.3697413873648943_0.3686827146448162_0.26234234654302413_0.4274680715142681_0.4218464428803846_0.1400499952387411_0.16832895434847223_0.1665735955819459_0.15450887670500751_0.3705385781258332;200;0.6658772693064633;0.3999999999999999;MOEAD;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.5345800359134348
5;0.9997191183645363_2.1055019733073007E-7_0.18220648873908912_0.8057529001683689_0.8680807540459095_0.6472234927536057_0.8256087530344647_0.2231721292694917_0.20645271926426934_0.21996003188644336_0.14720554840576783_0.20320957117402771;197;0.7954629408947538;0.0;SPEA2;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.38109690817766984
6;0.9997349920496288_1.869751689211532E-6_0.38152050986195085_0.43633896980377773_0.4777913995252354_0.6015875102014326_0.6223424587419528_0.1652082421442588_0.17732666741774067_0.17935118921598123_0.2267481161645495_0.2513657850574699;194;0.9763121920544621;0.0;NSGAII;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.46390159289858335
6;0.7932137920668691_0.8497531098768922_0.263555622880863_0.5562241244565675_0.2096958874032607_0.5134442058152745_0.7172295222145362_0.22416426145804705_0.29749527073292237_0.27559864821885705_0.18203236361049932_0.020709455979674243;200;0.6186566060731243;-0.6;MOMBI2;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.0022893007803859986
6;0.9243248179059536_0.13259868526870625_0.6133392941192322_0.6572392299357849_0.9351906307726904_0.5661364779799671_0.577295980155992_0.24164696978162348_0.20270861922853156_0.20320555721458403_0.3207145404368103_0.03172431333845062;197;0.6794213222776622;0.0;MOEAD;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.33669763727632346
6;0.9233648718825856_0.5429458335604608_0.9958662131844653_0.07739135078463442_0.21235494309976688_0.8064679269800019_0.464414070649287_0.14889520380063026_0.21290175382490362_0.17594027126804274_0.2054149887171197_0.2568477823893036;200;0.5899256172918534;-0.19999999999999996;SPEA2;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.20276987435265453
7;0.9880094130575694_3.863137110941672E-8_0.6537850383938828_0.9299816627517979_0.8519032488980119_0.6055880505717325_0.6763443509312215_0.23358397695049246_0.211129761999526_0.217577511932584_0.30615059177618537_0.0315581573412121;194;0.6610972254106279;0.19999999999999996;NSGAII;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.4245896950225884
7;0.7585299663927936_0.958162973481177_0.47951702368120774_0.07347117961798239_0.6763761472407296_0.6525745426544348_0.7056447755062423_0.23401928305056005_0.23290941051461342_0.21876437376848162_0.17761089683320688_0.136696035833138;200;0.7465017335375678;1.0;MOMBI2;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.8755764388942099
7;0.9882642137985216_0.0820504422044363_0.16991192078032613_0.08434516181159711_0.14747640560149747_0.5058050032702227_0.4443937504758874_0.1335545548097779_0.20441301385890123_0.189959018201799_0.19828290271272642_0.2737905104167955;200;0.8555034011012683;0.19999999999999996;MOEAD;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.5204836784556099
7;0.9999058934484096_4.820298633414771E-5_0.593682459923288_0.38760049738851987_0.7700504388741449_0.7706456985771648_0.7099252091250099_0.2349632201727395_0.23501076103327054_0.22990565134157942_0.1623729023270328_0.13774746512537775;200;0.798885279405556;0.0;SPEA2;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.4153400602836488
8;0.9983181571469009_4.912655968524404E-6_0.25358615856962674_0.2525145467496737_0.9381922657750639_0.6550148438847381_0.6546434735752006_0.31423636262051713_0.27972911241803616_0.27968396655353217_0.011358416818540397_0.11499214158937422;200;0.6071298053113658;-0.19999999999999996;NSGAII;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.21185993869601255
8;0.8908646114045143_0.38688375857125606_0.18198278522939684_0.818232202406522_0.1320668199611046_0.521300559426274_0.7589465047952855_0.15606731934491475_0.1510010852864869_0.23621551610565877_0.22291365565950017_0.23380242360343934;200;0.6588952275775901;0.19999999999999996;MOMBI2;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.4429681829936477
8;0.7285804359044468_0.44063689255281807_0.4955859485434951_0.774325937436354_0.5429528097254677_0.860410678021939_0.929109308419557_0.2031570749333_0.22232298655774935_0.22685528281414657_0.14264150729715847_0.20502314839764552;200;0.7578418762248169;-0.8;MOEAD;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.02740666865974342
8;0.8246010908620801_0.5384959928117464_0.7833025645901207_0.05665965576250476_0.5052589591448952_0.6332332945279943_0.3399088604064876_0.22044347171522616_0.24222181491011582_0.19149898869299242_0.1466054773320704_0.1992302473495951;198;0.6963452500481542;0.3999999999999999;SPEA2;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.5368167482237037
9;0.9380823331227645_0.2826613023606824_0.9876331967659776_0.7850453764599435_0.6780977205743755_0.5793728678580097_0.5251509819835886_0.2617265241583992_0.24779358156506026_0.24011069721562647_0.025797167288482414_0.22457202977243163;200;0.6809405051688163;-0.8;NSGAII;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.019479907989758478
9;0.771706664428804_0.8316198352005918_0.49353428707500824_0.5001160395805472_0.2668374272843593_0.6678497520222751_0.7031906137799462_0.19666467790116213_0.19752518137385225_0.19861535679104522_0.28861750585286994_0.11857727808107033;200;0.7536065945728904;0.19999999999999996;MOMBI2;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.46925148074255907
9;0.9491793534332329_0.7767423004669781_0.9158576107524982_0.3367136823627628_0.49941960966131665_0.7650481512526285_0.5896852895692679_0.23864046100637953_0.2684428268265767_0.24895323286347676_0.08082105168765591_0.16314242761591113;200;0.6415991396513422;0.3999999999999999;MOEAD;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.5186761178799633
9;0.9874170049720488_2.577191565615246E-4_0.533218529734596_0.21351964591535919_0.33913919744527987_0.8466702434406556_0.7324102298057903_0.18947295634292652_0.2336785739153524_0.22372043606479844_0.20180849644735321_0.15131953722956962;198;0.7641497267481887;0.0;SPEA2;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.3883535103060712
10;0.9965590077114176_0.21957811848794312_0.019804672581927783_0.16381772928011573_0.35721694791179265_0.2575888409833988_0.3618933123542868_0.2278577260985846_0.19164209542566202_0.22925251187029147_0.08776442680411614_0.2634832398013458;177;0.8916458668730829;-0.4;NSGAII;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.169312674905549
10;0.8686262909845189_0.7545066214227193_0.37469571076932723_0.3336591997360515_0.18453921442891874_0.5317286950269969_0.6704139053634902_0.1364510105703347_0.23798206795668_0.217933829537163_0.13750622307977253_0.2701268688560498;200;0.7616064102475855;1.0;MOMBI2;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.8804792363253626
10;0.9695452033052188_0.01925471229565631_0.8063190252993304_0.2941963343520079_0.6642397271838364_0.7700472563377583_0.6152979394322848_0.22091998326147755_0.23064117681699492_0.21625406983807222_0.04493846118538511_0.2872463088980703;200;0.5867793614024817;0.19999999999999996;MOEAD;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.40441769984725995
10;0.9999994114641688_2.5287870343931447E-5_0.9384260158047892_0.3356490783346615_0.32683848075849914_0.619454287209164_0.4004028886587192_0.24998950794877056_0.31691966502183316_0.2668188137908402_0.03677218938240148_0.12949982385615477;197;0.6279873684339627;-0.4;SPEA2;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.12408962257634715
11;0.9998004376449082_3.0894754630034086E-5_0.08264142390566659_0.6768333954819268_0.7790546183755833_0.5470369558129404_0.7468241875833332_0.2698209860860355_0.24287289996434663_0.2660763594248097_0.0780528458650507_0.1431769086597574;199;0.7191089550728178;0.19999999999999996;NSGAII;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.4564866364721319
11;0.5396513877700482_0.6620104587412715_0.5794962735661268_0.313956941370191_0.7441674736079268_0.428494429947141_0.31574115243355066_0.3131218599557057_0.2919492369959558_0.14654180837516984_0.21370201433492905_0.034685080338239596;200;0.7237252211784724;-0.6;MOMBI2;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.06008286206447498
11;0.9190742067528545_0.2433564000418938_0.19507046697287486_0.222806483010154_0.020843373867952174_0.32448741438276085_0.32687944782741335_0.09220254531944094_0.25597305597341874_0.25698827772709937_0.2610752774770802_0.13376084350296058;200;0.7235853000562021;-0.4;MOEAD;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.18317515614362645
11;0.9996227920111883_6.378516102858864E-7_0.5449750598793945_0.0808545791732042_0.012560612653636383_0.7025736154278672_0.45666087771735275_0.16194669292481798_0.30273848924108104_0.2525431619095491_0.23340337183681095_0.04936828408774082;194;0.6702389610313153;0.0;SPEA2;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.36552460976570966
12;0.9902848402287832_5.3134388551164716E-5_0.6866524866396001_0.18667547943888327_0.36933481940423096_0.8692842279532423_0.6999285767_0.19370292717345333_0.236759589810501_0.22217373808741622_0.22552935386227144_0.12183439106635807;200;0.7492876437191465;0.0;NSGAII;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.39812433592420327
12;0.7608236305160309_0.6680677380840845_0.5267064855495779_0.7386790814005092_0.44626319885434423_0.5562560612429215_0.7137625846001037_0.20363055153313023_0.2898408903575889_0.21434092774468222_0.1131780561091888_0.17900957425540978;200;0.8246812489732299;0.8;MOMBI2;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.8125926603283387
12;0.8554296181379849_0.30505310163187144_0.49246872836222383_0.4191766603530565_0.5297708909759681_0.7955315689982693_0.7702417964991031_0.2002362020176801_0.22213454364993018_0.21969895057708852_0.1509065534476116_0.20702375030768966;200;0.7755291906984252;0.3999999999999999;MOEAD;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.5910287378645948
12;0.999791779657802_0.0014107527590392105_0.5423989201119124_0.11657060411057238_0.9182590405227145_0.3461935674864804_0.15068660850602172_0.2375897157368397_0.11693682609511284_0.07414492149468592_0.41973285137503474_0.15159568529832662;200;0.23352282105510802;-0.19999999999999996;SPEA2;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.02270014122537822
13;0.9996204333669626_1.9376518791692164E-5_0.6123935300949436_0.031087885018381643_0.5868905372765442_0.6470755191347543_0.40446101644398796_0.2436899746303919_0.253300633821337_0.21452799151877736_0.2771949321172012_0.011286467912292625;188;0.7994888341579032;0.19999999999999996;NSGAII;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.4750535763089464
13;0.6087879728150208_0.7015429010689195_0.5103873172976966_0.17642466232749354_0.2784040273134665_0.6415119028254278_0.4736174486796043_0.15607473850161396_0.2045909435664074_0.13812942777543896_0.22207645995963238_0.27912843019690736;200;0.7483898264652014;0.0;MOMBI2;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.3874831948678428
13;0.9285327501765457_0.13842732383010173_0.5419887743037015_0.48554877917168576_0.6928327152216488_0.49164402476290997_0.4706635525335205_0.21807158827591044_0.18970832607272126_0.18650969303163603_0.1336297923784083_0.272080600241324;200;0.7385886282759309;0.3999999999999999;MOEAD;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.5671084700980678
13;0.9963470975568984_0.8556353696688956_0.9055369887396529_0.6674120247558375_0.7196763098248603_0.7971505651038664_0.7381621205065719_0.2406835306588954_0.2468358070415025_0.24216553907567748_0.13142062996142176_0.1388944932625028;200;0.7861622508922373;-1.0;SPEA2;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;-0.15820859068549817
14;0.9997741417245484_9.358488576121516E-8_0.5471081409557988_0.07141613690148317_0.9475062045623249_0.682518085761508_0.5187988386878103_0.23070485288540366_0.20505065090272065_0.18919152486474408_0.2724457805101735_0.10260719083695818;187;0.7027014879864291;0.19999999999999996;NSGAII;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.45440066997007045
14;0.765935629602765_0.6864612118939427_0.6260569890617779_0.3160444864076624_0.6551506118127238_0.6951239703980489_0.49333231659041743_0.31477067937485215_0.29787858063867206_0.2559691041319739_0.003972818100505309_0.12740881775399665;200;0.6028163348638043;-1.0;MOMBI2;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;-0.16075851463516297
14;0.9002849891325786_0.21581808419767967_0.7609696136756063_0.21993446839102265_0.2848211308760345_0.7443983386533338_0.5415194687565302_0.21074692597141015_0.27267043207810354_0.24394049876846563_0.012463792460165312_0.26017835072185536;200;0.5299394237487756;-0.8;MOEAD;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;-0.15551715753467985
14;0.9999996305014618_9.505942339556845E-7_0.3200384753013458_0.6237461773538404_0.7474398094881288_0.6249510595250165_0.7202102820368341_0.2491126994621643_0.2365027615047891_0.24630908261816142_0.04951075316974712_0.21856470324513808;161;0.7861589363163213;0.0;SPEA2;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.34175369447975734
15;0.999997506639007_5.482326145046842E-5_0.6066748016227693_0.1749347467552586_0.6541792363091292_0.47645815893601823_0.2897356542529767_0.17403647394176086_0.1471259776521051_0.11878379258511838_0.28991761569068747_0.27013614013032816;200;0.4494039513394199;-0.19999999999999996;NSGAII;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.13506104260673776
15;0.9989329420144187_0.7519831912958918_0.8166989940723107_0.29946207382738327_0.23825770528266985_0.8435779638190446_0.7763451239113305_0.29151017257837536_0.24131794433512696_0.23067211429286522_0.14489361230177134_0.0916061564918611;200;0.6109180887662715;0.0;MOMBI2;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.3157492630948566
15;0.9347365708578065_0.2818190532738173_0.378542434835583_0.3182291350168445_0.17767310259255562_0.668379614123978_0.641582384068915_0.1560119973708245_0.2134679315010246_0.2103881080256893_0.23343535192393447_0.18669661117852712;200;0.8413430869270845;0.3999999999999999;MOEAD;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.6216582631463106
15;0.9999729114469263_6.85531486836016E-4_0.09998858841295676_0.9843814396807224_0.9442922003350138_0.3393744049817027_0.6210498165387913_0.21855234788891398_0.1492996347600609_0.18154276131439923_0.2993276334377873_0.15127762259883842;200;0.5442733469817778;-0.19999999999999996;SPEA2;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.18983210280206134
16;0.9998441961304146_1.742488079378845E-7_0.2837091204561739_0.3612951481329561_0.19217072557940565_0.6645489383107754_0.698156441821945_0.17145217080301295_0.2275781094228401_0.2315384309080153_0.21645926205020122_0.1529720268159304;184;0.7886092524623882;0.19999999999999996;NSGAII;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.4629537832464184
16;0.8552932277578774_0.9697911610047938_0.7361435368946886_0.184795272051049_0.07141137521750711_0.7767412929361552_0.6485543119904675_0.20727048848184929_0.27166458871132215_0.23344866350539392_0.1358683106748072_0.1517479486266273;200;0.6386188273105619;0.8;MOMBI2;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.723114869715267
16;0.9438627436341586_0.32662120671747286_0.15587742428489282_0.4756200404592329_0.9924713777007639_0.567192725107034_0.6681645224260511_0.262289021363528_0.21800810013968228_0.22827689781071936_0.2054861978689693_0.085939782817101;200;0.7086033840367274;0.0;MOEAD;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.35500158662518444
16;0.9998406997150703_5.8706537100200555E-8_0.6230272547488664_0.996773816986683_0.6921572617169711_0.6773660190943074_0.7719974209535707_0.21884526128476733_0.2176579637306558_0.22521369830902677_0.07053294828795834_0.2677501283875917;193;0.7302905880859809;0.3999999999999999;SPEA2;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.5549549480929659
17;0.9987355668104051_1.9652876111688708E-5_0.46539062280565957_0.09405856758247523_0.7769396517833996_0.8236739875858178_0.70002937859265_0.26650053237875976_0.27097037312904176_0.25914281822049867_0.19384004729393894_0.009546228977760819;190;0.6074048199370181;0.0;NSGAII;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.2803516608079257
17;0.8217998057446421_0.5376647198064565_0.7455445904268951_0.1898823431963222_0.69779963427996_0.6095588182442297_0.62313012630014_0.22936722447620417_0.24334843893031266_0.19597260080898382_0.0850793102589469_0.24623242552555244;200;0.7136422939059068;0.0;MOMBI2;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.3667712041421065
17;0.8548011546254404_0.17950860406561148_0.4457720914363895_0.9737732556608619_0.6962689296166615_0.29270920408336426_0.4654351942176986_0.19452496628291535_0.12390679380092878_0.1558355970591734_0.05315972363773799_0.47257291921924444;182;0.2429042975349155;-0.6;MOEAD;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;-0.2306573286313629
17;0.9998623195846396_0.6274278921509732_0.950822362378711_0.3077196013939721_0.32299135713743704_0.8071137501899899_0.602900072871583_0.1927586143241826_0.24150899908834095_0.22093779122576637_0.2819451317872572_0.06284946357445283;200;0.6778311500059372;0.0;SPEA2;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.32752925422097545
18;0.9995656564700839_4.3680022458406475E-7_0.25475305920308616_0.39218262594674624_0.3868670717078461_0.5465153074502274_0.6063628575777439_0.23496216857113558_0.26197829222839353_0.2721471749008194_0.008166338449657001_0.2227460258499945;177;0.734472722074508;-0.19999999999999996;NSGAII;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.19940501306650532
18;0.9999770628835744_0.5968874156052466_0.761165057499621_0.024950944478012976_0.24946246616417364_0.7102814172403829_0.5514702721818453_0.15954170987926858_0.22213159108538044_0.23985277247416267_0.10478106622235352_0.2736928603388348;200;0.5861499747419204;1.0;MOMBI2;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.8016233791006154
18;0.9068393956161014_0.10055810094768541_0.3055515973975545_0.4941760087783105_0.8243332239618593_0.6058040944727394_0.6656197517341658_0.21428998645313627_0.19457721864659683_0.2003956910473915_0.1326211662214433_0.25811593763143204;200;0.8165999924622402;0.0;MOEAD;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.41223251902559604
18;0.9991230368162236_1.498015535863043E-7_0.6412307019265627_0.8023766209260187_0.39827673003680014_0.7398194328358604_0.7853992417493089_0.17725309750103302_0.2027691303149652_0.20617399496175187_0.15800556911412486_0.25579820810812504;188;0.8260570561229146;0.0;SPEA2;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.3843136075916095
19;0.9984718804868341_0.9877540445280251_0.9324919771095747_0.8460469133998719_0.2821732719572251_0.6846149972236608_0.6605112951569204_0.15885137756034418_0.1942541943171574_0.1921581825696971_0.24678017768879332_0.20795606786400805;200;0.6577626775992159;-0.4;NSGAII;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.1726850932829613
19;0.6201255655127136_0.4072368932095533_0.9665011691673108_0.9844817755210624_0.20624211127647582_0.6794476220037656_0.7126138528994275_0.18096233953050134_0.26567015056846244_0.23512653621145166_0.26656603182462263_0.05167494186496199;197;0.5759446871261535;0.19999999999999996;MOMBI2;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.3876513190396943
19;0.9100818579300095_0.5838258610659116_0.1357991516636787_0.4078404095041632_0.7565845741644354_0.5754398120342419_0.6742811394612621_0.23956353713617454_0.21922705792592273_0.23079403886814556_0.15313277810970746_0.1572825879600496;195;0.780799056127474;0.19999999999999996;MOEAD;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.5041478446693255
19;0.9999005974036255_1.9598896165590487E-7_0.9925020193916501_0.6994565572472268_0.5115985450651905_0.5873279614520219_0.5025867557000723_0.19107328210978053_0.20040816187141225_0.1899556773180808_0.1674012288702766_0.2511616498304499;200;0.681066738173599;0.0;SPEA2;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.3260497402990751
20;0.9998901191049986_1.2221517735327983E-5_0.597670748141669_0.5577251837548519_0.16924626922639052_0.49567122740411673_0.4791053592729888_0.1479324045539164_0.21077906900487087_0.20758739529992634_0.22789979907219435_0.205801332069092;196;0.6927347504391177;-0.19999999999999996;NSGAII;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.2247423999587082
20;0.49465856350935195_0.7055460817455754_0.8525501463555762_0.2755847346473202_0.05090101031635764_0.7581627335905246_0.7197743006183444_0.15255785084968873_0.20994563219857285_0.20951402974391312_0.18668141119675333_0.24130107601107206;200;0.5720488176515567;-0.6;MOMBI2;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;-0.03677147008153179
20;0.96753379307995_0.036275804558003735_0.5677203387278907_0.832150606982157_0.9000399693380654_0.5333465104898971_0.6066993786209168_0.19682406539510072_0.16469495170403597_0.171215861078357_0.19507942579907198_0.2721856960234343;200;0.6495709039928488;-0.4;MOEAD;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.11857934098068712
20;0.999943397532946_0.005016189165549452_0.06574916150743663_0.14708120515906264_0.0863833888479915_0.5471650138301907_0.6001774252511264_0.15161864179506088_0.23370703375550994_0.2431114828121277_0.10277757252450367_0.2687852691127978;200;0.7647036819276044;-0.4;SPEA2;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.1313881964625543
21;0.9999921944027088_4.342150135845389E-10_0.5714107478198994_0.660584128804968_0.3335273396725826_0.7850392503748206_0.8118950857712436_0.23602852517031483_0.2810154529727644_0.28369433433903196_0.09985007577187649_0.09941161174601215;200;0.5828687643233221;0.19999999999999996;NSGAII;NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0.3971310267239141
