Run;bestKey;bestValue;obj1;obj2;obj3;obj4;obj5;algName;problemName;fitness
5;0.9899362526787592_0.9957470550657982_8.102084920219065E-4_0.021143222062278137_0.5854873287956552_0.11853204118858299_0.5311812827071815_0.033567372155226795_0.47290958254339116_0.14320431710244633_0.013417631826201412_0.3369010963727343;25;0.6427251634070426;0.6000000000000001;0.28766875946934084;-0.12442816418602905;0.999189791507978;SPEA2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.47290958254339105
6;0.9973256846326483_0.5141600329819407_1.2377699046543446E-11_0.809006726047857_0.10824412932758593_0.9999988938131871_0.5359763333860799_8.48793017957507E-6_3.6200123856091844E-6_0.49472409251025523_0.42376553983167425_0.08149825971550524;27;-0.030525281313669828;-0.4;0.5034108576732717;-0.31951093720227325;0.9999999999876223;NSGAII;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.10824412932758597
6;0.9983772442022883_0.22182375588147_0.008778961829171865_0.0251339898699523_0.08098937797113284_0.9764149330592563_0.05127293536574409_0.03487103822800514_0.1268435703779743_0.398043025659529_0.2799317280880591_0.16031063764643244;24;0.16784105700419594;-0.4;0.5310383475509209;0.3792408188577989;0.9912210381708282;MOMBI2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.27993172808805894
6;0.9253785530835765_0.4810786887956009_0.011822541180776584_2.8470557109197027E-4_0.6801621288939167_0.014387556936599466_0.9924794444551829_0.0974053966187691_0.013925281557790894_0.16990231569517886_0.27666371184153404_0.4421032942867272;27;0.6410404809301966;-0.6;0.3294305157705539;-0.26497165770844;0.9881774588192234;MOEAD;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-2.8470557109197027E-4
6;0.9912455154433184_0.6698775867871439_0.006924337588533946_0.8125214974327426_0.6848673446866065_0.3162423338809135_4.429264975280968E-5_0.021324741812235124_0.005263204599841552_0.794324446207635_0.04086613587849501_0.13822147150179337;41;-0.18858671048903441;-0.8;0.6426134036732138;0.21868439556010116;0.993075662411466;SPEA2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.3487526527483351
7;0.9431890096010018_0.8964929206415154_0.17629159072046652_0.20821824389070231_0.3582138581968599_0.036546319677194454_0.9899408110303942_0.025249663842514557_0.004194370631451428_0.06143447859993184_0.44372336061825984_0.4653981263078423;40;0.010858244542811923;0.6000000000000001;0.5336388374572673;-0.4039320701392304;0.8237084092795335;NSGAII;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.270673118218307
7;0.8920887184646442_0.1584965679641024_0.003045483516795769_0.004640128528590322_0.09686553095168664_0.6865679225606993_0.08050993421649402_0.11255088627180194_0.31050404703472445_0.30169026431697077_0.10408060799691814_0.1711741943795848;24;0.4272510083848249;-0.8;0.39260291103087147;0.23173608716047037;0.9969545164832042;MOMBI2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.31050404703472445
7;0.19229869836946736_0.29767540896466066_0.6940129466899174_0.8472694859863277_0.4719829560361134_0.9693078871000875_1.5941476720293668E-5_0.005505777940417205_0.013397175641744042_0.4148480670312729_0.43452705972647265_0.1317219196600932;41;-0.2903717955357359;-1.0;0.7277645892747706;0.1920613654873186;0.3059870533100826;MOEAD;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.1801790880680809
7;0.9951813909829949_0.9182027616840558_0.5256101977669931_0.10182706496244001_0.5973799560974878_0.994817524618869_0.008893110216637912_0.009260442809741315_0.009520365651213272_0.14319969285507597_0.4397490211099055_0.39827047757406403;25;-0.5131399252810072;-0.19999999999999996;0.9381409604170629;-0.07121101190370839;0.47438980223300686;SPEA2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.4397490211099056
8;0.92892100084754_0.9820698586301915_0.10010661216334679_0.019667264013172536_0.31729764993203646_0.14367881939795224_2.3309031242135791E-4_0.05846505155071686_0.02829678908001417_0.03034248408134326_0.19898996724475695_0.6839057080431686;28;-0.3078474023020259;0.3999999999999999;0.7954436241651607;-0.32181461797040617;0.8998933878366532;NSGAII;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.6839057080431686
8;0.9974587765018644_0.798976988676593_1.5494436414847414E-5_0.00552399541165091_9.777539745535468E-5_0.9309558259867623_0.0010174638694767175_0.015770118474265096_0.21499516100320415_0.3414649717075034_0.32869430114501486_0.09907544767001253;26;0.12891567992429198;0.0;0.5456924153654882;0.35846912022149197;0.9999845055635852;MOMBI2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-9.777539745535468E-5
8;0.9148569660184277_0.8657217018165905_0.0056971952794989626_0.032927974920266334_0.6276901871374636_1.6345311104518957E-4_0.9749439412248507_0.024999442649701123_3.0729207488824575E-4_0.058706854866706876_0.6214283401493743_0.29455807025932945;40;0.023840722084422894;0.0;0.5988168174244757;-0.6115552445039161;0.994302804720501;MOEAD;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.35739076315808427
8;0.9861420044889159_0.9941740642833977_0.00669287257267902_0.060378070782264426_0.1461971846446371_0.10615172246447524_0.9661676112177031_0.04769084411704854_0.012034563369645208_0.22204728580216945_0.6554525423434281_0.06277476436770872;28;0.05089238159617482;-1.0;0.5815237292604487;0.2127537394476618;0.993307127427321;SPEA2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.6554525423434281
9;0.9479177045078607_0.2522780509259134_0.9655701116456444_0.8701213200848903_0.20709597240050182_0.18369133425807077_0.7437102908885687_0.0012049826876230866_0.010739973997676172_0.03144764343002182_0.935633294616915_0.0209741052677638;24;-0.2956304078251988;-0.4;0.7180729476203334;-0.8771891399545568;0.034429888354355564;NSGAII;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.9356332946169147
9;0.9876906327961056_0.8283730649730878_0.02721156898753227_0.07659031578790539_0.04237336202517594_0.2241020750031448_0.03908512561987548_0.009766500974373133_0.11910015598505391_0.41859153344358496_0.15403150180510566_0.2985103077918822;25;0.23022082426507395;-0.6;0.46567441620492533;0.3506010320141902;0.9727884310124677;MOMBI2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.22410207500314466
9;0.6415461718991147_0.5238134524227152_0.03637432926232087_0.035638491531236216_0.4620916867795114_0.7706454351836992_0.34024146286796075_0.42285613331930005_0.1251606199935082_6.679884387098836E-4_0.19714331413135608_0.25417194411712585;25;0.5651661747202935;0.0;0.30002002825447144;0.40583712874810857;0.9636256707376791;MOEAD;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.4228561333193
9;0.997646395477673_0.7592286803901658_0.018919610406917264_0.009333659695544554_0.7273823026028818_0.055088928218598156_0.7083320064947112_0.4918077282701811_0.0654219065796595_0.29226657237639697_0.08381908002354264_0.06668471275021988;41;0.6054564790760166;-1.0;0.29202807954210575;0.38873308767876713;0.9810803895930827;SPEA2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.2799898445057064
10;0.9838570359232318_0.7893470910087854_0.13756132619537423_0.14000854744278285_0.9615286596109412_0.30938887458040687_0.03772996060750701_0.4187568334890754_0.0031519257718892464_0.38011509068383326_0.009927010566382613_0.1880491394888194;25;0.11541337608643865;0.0;0.5861201265505096;0.38659712305819777;0.8624386738046258;NSGAII;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.4187568334890753
10;0.9783787009844906_0.8648019765935953_0.014937606039484828_0.29437665137070856_0.9684329200366589_0.4654008970517912_0.9999257012757277_0.3085937622480543_0.2478945548654675_0.313842323165981_0.04734349738628484_0.0823258623342125;24;0.5551957679165078;-1.0;0.2864072840153097;0.31497065457387186;0.9850623939605152;MOMBI2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.3085937622480542
10;0.9909739309331516_0.6281059921359892_0.1743476982990134_0.0036728256252142773_0.010408900554893184_0.7247310117224283_0.9990845292923825_0.23130326566626652_0.22634713693766845_0.22838141314275298_0.08546057342056179_0.2285076108327502;25;0.5514882443324112;-0.6;0.3261286963664731;0.23676276068054022;0.8256523017009866;MOEAD;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.010408900554893184
10;0.9914525968201785_0.9707761244702453_0.44150178064050355_0.5803207603096965_0.5789064263543432_0.5834736414860054_1.8642378517144762E-4_0.005671818881607591_0.0022000776310090882_0.39432224238396074_0.28443943209618233_0.31336642900724027;22;-0.48852708869130756;0.19999999999999996;0.9005979281718526;-0.053162604733502344;0.5584982193594965;SPEA2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-1.8642378517144762E-4
11;0.9812708005482546_0.5682743443133929_0.28611807979292003_0.09015371528224299_0.3374725186645044_0.023279146153935948_0.8732692362322847_0.5789753308965657_0.007524929541238683_0.06450176883897225_0.012405769327098422_0.33659220139612495;40;0.6153868642564011;0.0;0.33409479392561414;3.108829129183133E-4;0.71388192020708;NSGAII;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.2872348339066849
11;0.9847250445600021_0.7745758459796686_0.003928609028751651_0.0010122994578549566_0.007508149685855666_0.2669282445225271_0.007882875012479584_0.27508908659188674_0.020853683717030964_0.28189625782194067_0.14821197947436474_0.27394899239477694;29;0.3795897558688017;0.19999999999999996;0.4869358820019941;0.27480621666687516;0.9960713909712483;MOMBI2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.0010122994578549566
11;0.9503429652064198_0.7437439753453747_0.0064509145031996975_0.4990772183082442_0.5781539200988106_0.11773067219720203_0.4648925579812768_0.13467090438832405_0.5397957341239332_0.05069212121931445_0.21348703791680518_0.06135420235162298;26;0.5518095901102511;-1.0;0.31058670658379867;0.3476761591278862;0.9935490854968003;MOEAD;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.5397957341239331
11;0.9988742021935125_0.8494908561451979_0.013434784991900373_0.8409466106868183_0.09545031051170777_0.5910778687621279_0.007183202682292781_0.02996652862736402_0.01034631580473438_0.8844396393675187_0.013912175186765708_0.061335341013617206;25;-0.07830225672865732;0.3999999999999999;0.5137680435878897;0.8691372267061069;0.9865652150080997;SPEA2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.8844396393675186
12;0.9925290200566121_0.9931739312070469_0.05235568818908359_0.8225196414577824_0.9979584238952444_0.40017436285774877_2.982316903589052E-6_0.0013604961292873789_5.209523831732783E-5_0.7040299264592182_0.19434828612529004_0.10020919604788683;48;-0.17174980208941748;-0.8;0.6322510185638743;0.06899777692437006;0.9476443118109164;NSGAII;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.38135091039399077
12;0.9306623676859155_0.913856551639179_8.751894994105027E-5_0.0021356770776765586_0.03213121007879999_0.02223579196220478_0.9517108848974469_0.07852313999282488_0.5158332300336032_0.024427512113769_0.2750128500936217_0.1062032677661811;41;0.3285948249001195;-0.6;0.37584690321461456;0.5411072178605192;0.9999124810500589;MOMBI2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.27505399194999414
12;0.9613978060669419_0.939921263243336_0.001475879275420025_0.9842428634658514_1.5920673251207168E-4_0.14671473244300975_0.5081858300116935_0.3056775729930021_0.285045325829169_0.0033405039872578166_0.30239650222562947_0.1035400949649416;24;0.6464484414810969;0.3999999999999999;0.30143955288662266;0.3205209015011196;0.99852412072458;MOEAD;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-1.5920673251207168E-4
12;0.9929034812840946_0.7015757242571296_0.19338227409766034_0.026232046121995093_0.581222320678696_0.035817152275647135_0.9593986378432752_0.018184819890619982_0.45169372355933646_0.07099984792259163_0.2503156059054457_0.20880600272200625;24;0.1896898448538037;1.0;0.42951772560479734;0.469721846349826;0.8066177259023397;SPEA2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.035817152275647156
13;0.9728539258564554_0.7236945135207_0.7003510627226611_0.6836471641512187_0.9610045298435389_0.08187949437685066_0.9118121917593301_0.035180246077261695_0.3985378140408552_0.034575851650276684_0.2490326426356797_0.2826734455959267;22;0.1705826793169889;0.8;0.4230128054832888;0.3848039050722536;0.2996489372773389;NSGAII;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.39853781404085525
13;0.9970442494361863_0.6054396229993839_0.003962690974971287_0.04178007163047337_0.23361729822119084_0.9411544337629554_2.8526209254121698E-5_2.262962049997536E-4_7.593459875587123E-5_0.6577866823982962_0.3139276549375846_0.02798343186036347;23;0.13970490190610763;0.0;0.4151789255390037;0.6013635361813129;0.9960373090250287;MOMBI2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.657786682398296
13;0.909218759687693_0.9370584400479427_8.957694571176112E-4_0.047315622251718925_0.6836711134058101_0.9734747342510346_1.3131011892102422E-5_0.0015061718985650559_9.621182021083804E-5_0.6004325255784848_0.16606481683080315_0.2319002738719361;37;-0.3835814610872643;-0.6;0.8533047389736502;0.4442040237577243;0.9991042305428824;MOEAD;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.30833660389743983
13;0.973520481898627_0.9885795329291677_0.0026755002354814927_0.0038663368386381847_0.06891102056148835_0.42623091783761097_0.9788029345243647_0.2726393459612168_0.08880865987408024_0.26747113135556144_0.09853578679994521_0.2725450760091964;27;0.6541522718047357;0.0;0.2930613709150775;0.28063732900096877;0.9973244997645185;SPEA2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.0038663368386381847
14;0.9628140799807129_0.29353532818729977_0.031782462072045756_0.17334083132168504_0.11999605087727094_0.13160694460641523_0.07160364087601367_0.017635200711951855_0.3083235985985954_0.07377686788273936_0.3047500395293288_0.2955142932773845;25;0.3267691598527289;-0.8;0.4030159687242181;9.381204674240011E-4;0.9682175379279543;NSGAII;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.11999605087727087
14;0.9647463757107093_0.40648318601252276_0.01465054068395464_0.013871686706110135_8.798055684909184E-4_0.9632595739981478_1.4169651110834966E-5_0.056235463747190975_0.22760190586428813_0.2826843766756776_0.1421207740470662_0.29135747966577713;24;-0.35673854301998476;-0.8;0.8334364445945814;0.2962702764127458;0.9853494593160453;MOMBI2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-8.798055684909184E-4
14;0.9696040132694973_0.7399311442101815_0.0010382037299811993_0.8428294647281396_0.999727376038898_4.526093544092862E-4_0.7443260278349495_9.789050682825794E-4_0.4896526666478248_7.3118637191128E-4_0.18713300857696843_0.32150423333501293;24;0.11793005217407249;-1.0;0.40287986070803955;0.5125597543536701;0.9989617962700188;MOEAD;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-4.5260935440928624E-4
14;0.9982419757522586_0.9157376671823788_0.0023413064473153024_0.02881545300231763_0.01103437163531073_0.3045711697938311_0.27818653743458394_0.6601414544016917_0.00348677860964936_0.1527264943418472_0.12086607856202411_0.06277919408478752;25;0.7835208547421961;0.0;0.2625538715501045;0.1425958490117144;0.9976586935526847;SPEA2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.6601414544016921
15;0.9752594794780838_0.935201152027706_0.2191311261895626_0.025583110181118845_0.1781236732883908_0.036523776022571786_0.9901492389635357_0.022363419421971734_0.0024798838920356034_0.09358625994451505_0.6577369348144206_0.22383350192705692;40;0.10212126505514896;-0.6;0.5662966771779726;0.04933486485432372;0.7808688738104375;NSGAII;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.3471303554184962
15;0.991664599161836_0.16576402492269382_2.860458965457677E-4_0.0016570085184828415_0.2574827436718821_0.8773822092324319_9.096550037953222E-5_0.0647439604270718_0.11455532773821095_0.406439385347251_0.02104191957993051_0.3932194069075358;22;-0.4969418980649871;-0.4;0.924940104940504;0.2953885425564183;0.9997139541034542;MOMBI2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-9.096550037953222E-5
15;0.9950289017637091_0.48941408559102906_0.5666988846345526_0.1330893603137211_0.7660335988270058_0.1811648464093628_0.007950004116019023_0.22918104810111858_0.03833056201813128_0.1807241044344599_0.025376342745215146_0.5263879427010751;23;-0.45198420030236175;0.8;0.903281437155601;-0.18236728387514606;0.43330111536544735;MOEAD;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.5263879427010749
15;0.989195488140798_0.8754313953035783_0.9804791288338816_0.5626245053212723_0.01344744824895866_0.05043300784567829_0.7813642053182227_0.0058822849726393395_0.6651290331414095_0.002129522645367075_0.3170261392656244_0.00983301997495974;39;0.13459401963319462;-0.6;0.42575400732721475;0.5703376624511542;0.019520871166118448;SPEA2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.3476431328091902
16;0.991379314989319_0.9798752393082457_8.493141128603746E-17_0.8910499766317469_0.9732667953107317_0.9999999998976563_1.8665411332368027E-5_2.111983057597223E-4_2.0471741241367694E-5_0.3988663816051175_0.3960467715397742_0.20485517680810728;62;-0.49228945271547575;0.19999999999999996;0.9051638614193531;-0.06494923812312657;0.9999999999999999;NSGAII;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.15440651286406654
16;0.9957837750281159_0.9637716773934106_1.5035989968120896E-4_0.005590211506015365_0.21976413854107718_0.9385661868974118_1.665652156016919E-4_0.09598502155900661_0.18543211114777025_0.4046622513245495_0.30116287861638197_0.01275773735229177;25;0.4919136128397327;-0.4;0.3519666147866512;0.2773759936567179;0.9998496401003187;MOMBI2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-1.6656521560169188E-4
16;0.8148763261850336_0.5168053475765666_0.007337600293696676_0.5526097423554666_0.6564519575637271_3.521107356747877E-5_0.5481645663809328_0.003386252067202421_0.3183792524641937_0.08034589033576828_0.30108172470880656_0.29680688042402903;27;0.22177241704292572;0.6000000000000001;0.41396440618445274;-0.27777821297652683;0.9926623997063033;MOEAD;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-3.521107356747877E-5
16;0.9826130277522592_0.993142546737583_0.8788072679616459_0.2300106928383786_0.12865865087201916_0.2519466241419148_0.9572449947728285_0.0270574920214912_0.40523994478952036_0.03354577224752956_0.2779248853486084_0.25623190559285053;24;0.2892774995444194;-0.6;0.37116961001410914;0.2913983497005031;0.12119273203835412;SPEA2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.4052399447895205
17;0.991965902966404_0.8769911494285153_0.012897327914687673_0.16679657314637134_0.10915611791948994_0.10338312300446442_0.36130135783562334_0.012870673132078106_0.0019408426333281407_0.010138014433281268_0.6179260355605312_0.35712443424078133;41;-0.024375883766338147;-0.19999999999999996;0.48706082492274194;-0.3867313916137638;0.9871026720853123;NSGAII;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.23334818485721195
17;0.9512844185314233_0.965454348429544_0.012808637539784399_1.0059353667217366E-4_9.141111898279123E-4_0.31486997320282867_2.604391943888441E-6_0.2930196409587566_0.018011391812750233_0.21540845686128482_0.13349255803513244_0.3400679523320759;42;0.2372502622182635;0.0;0.5562180477994598;0.22150833917448964;0.9871913624602155;MOMBI2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-4.583577908858996E-4
17;0.9988648780183844_0.4469221994726855_0.3086780512950579_0.8287178482707261_0.5036511893583127_0.027751038541957238_0.7505840738274367_0.02133409399132706_0.7646628109689759_0.0017598326105227186_0.09983962698966592_0.11240363543950835;29;0.18979259887630107;0.0;0.38833420627225906;0.6766984153401814;0.6913219487049421;MOEAD;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-0.7646628109689754
17;0.9742125697127321_0.5037496505419745_0.4858777257064877_0.8849905746622501_0.8779017091297509_0.7208886504334582_5.458568598968455E-5_0.0026245757202639623_0.010033890707028_0.3184507886239615_0.3188904133320392_0.3500003316167073;24;-0.5674300815480631;0.19999999999999996;0.9676769764825556;-0.17226102631345194;0.5141222742935123;SPEA2;NormSystem_obj_5_conf_200_10_5_0.05_10_5000;-5.458568598968455E-5
